source_row_id,names,orig_title,release_year,reason,unmatched_reason,best_candidate_title,best_candidate_original_title,best_candidate_year,best_candidate_tmdb_id,best_candidate_confidence,duplicate_of_tmdb_id
1916,King Kong,King Kong,2005.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1919,Conan the Barbarian,Conan the Barbarian,2011.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1926,The Grudge,The Grudge,2020.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1943,I See You,I See You,2020.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,I See You Now,I See You Now,2020.0,752818.0,0.8317,
1971,Unknown,Unknown,2011.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
1985,Planet of the Apes,Planet of the Apes,1968.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2000,Barbie in the Nutcracker,Barbie in the Nutcracker,2002.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Barbie in the Nutcracker,Barbie in the Nutcracker,2001.0,15167.0,0.8116,
2002,Porno,Porno,2020.0,Best title similarity below threshold.,Best title similarity below threshold.,The Last Porno in Paris,The Last Porno in Paris,2020.0,779820.0,0.6013,
2019,Robin Hood,Robin Hood,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2020,"Moses, Prince of Egypt","Moses, Prince of Egypt",2000.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Moses- The Prince of Egypt,Moses- The Prince of Egypt,,1443402.0,0.7542,
2032,Black Hawk Down,Black Hawk Down,2002.0,Best title similarity below threshold.,Best title similarity below threshold.,The Essence of Combat: Making 'Black Hawk Down',The Essence of Combat: Making 'Black Hawk Down',2002.0,1357289.0,0.6903,
2044,Beautiful Teacher in Torture Hell,団鬼六 美教師地獄責め,1985.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
2046,Love and Monsters,Love and Monsters,2021.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Love and Monsters,Любовь и монстры,2021.0,656103.0,0.7598,
2049,Halloween,Halloween,1979.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,Casper's Halloween Special,Casper's Halloween Special,1979.0,392410.0,0.694,
2050,Halloween,Halloween,1979.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2051,Halloween,Halloween,1979.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2054,Elite Squad,Tropa de Elite,2009.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Elite Squad: The Enemy Within,Tropa de Elite 2,2010.0,47931.0,0.7929,
2056,A Clockwork Orange,A Clockwork Orange,1972.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,An Examination of Kubrick's A Clockwork Orange,An Examination of Kubrick's A Clockwork Orange,1972.0,493064.0,0.6787,
2064,Oldboy,올드보이,2004.0,Confidence below threshold (0.73 < 0.82).,Confidence below threshold (0.73 < 0.82).,Autobiography of Oldboy,올드보이의 자서전,2004.0,1603268.0,0.7343,
2092,Black Swan,Black Swan,2011.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Black Swan Theory,Black Swan Theory,2011.0,1037829.0,0.8034,
2098,Halloween,Halloween,2018.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2099,Halloween,Halloween,2018.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2110,The Magnificent Seven,The Magnificent Seven,1987.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2123,Total Recall,Total Recall,2012.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2144,My Beautiful Man ~eternal~,美しい彼~eternal~,2023.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,My Beautiful Man: Eternal,劇場版 美しい彼〜eternal〜,2023.0,1064662.0,0.788,
2160,Barbie Fairytopia: Mermaidia,Barbie Fairytopia: Mermaidia,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2167,Barbie Presents: Thumbelina,Barbie Presents: Thumbelina,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2173,Green Book,Green Book,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,The Green Book: Guide to Freedom,The Green Book: Guide to Freedom,2019.0,581012.0,0.6983,
2196,Survival Island,Survival Island,2005.0,Best title similarity below threshold.,Best title similarity below threshold.,Three,Three,2005.0,9753.0,0.595,
2217,Underworld,Underworld,2004.0,Best title similarity below threshold.,Best title similarity below threshold.,Jiang Hu,江湖,2004.0,38030.0,0.3606,
2218,Thinking XXX,Thinking XXX,2007.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2235,Alone,Alone,2021.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Alone,Alone,2021.0,875138.0,0.9191,
2257,Robin Hood,Robin Hood,2013.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Robin Hood,Robin Hood,2013.0,203121.0,0.7433,
2258,Robin Hood,Robin Hood,2013.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2270,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2012.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Sherlock Holmes: A Game of Shadows: Moriarty's Master Plan Unleashed,Sherlock Holmes: A Game of Shadows: Moriarty's Master Plan Unleashed,2012.0,683267.0,0.7637,
2272,Her,Her,2014.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,For Her,For Her,2014.0,654782.0,0.7412,
2286,The Cat Returns,猫の恩返し,2005.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2289,The Mummy,The Mummy,2017.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2299,Frivolous Lola,Monella,1998.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2303,Blood Diamond,Blood Diamond,2007.0,Best title similarity below threshold.,Best title similarity below threshold.,National Geographic: Diamonds of War - Africa's Blood Diamonds,National Geographic: Diamonds of War - Africa's Blood Diamonds,2007.0,254457.0,0.6257,
2317,Dream to be a Wife,欲望人妻:滴垂之蜜,2015.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Dream to be a Wife,欲望人妻：滴垂之蜜,2015.0,853046.0,0.775,
2320,Castle in the Sky,天空の城ラピュタ,1996.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2324,Conan the Barbarian,Conan the Barbarian,1982.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2326,Tombstone,Tombstone,1994.0,Best title similarity below threshold.,Best title similarity below threshold.,Wyatt Earp: Return to Tombstone,Wyatt Earp: Return to Tombstone,1994.0,383992.0,0.6789,
2328,Perfect Blue,PERFECT BLUE,2001.0,Confidence below threshold (0.70 < 0.82).,Confidence below threshold (0.70 < 0.82).,Perfect Blue: Yume Nara Samete,PERFECT BLUE 夢なら醒めて,2002.0,86976.0,0.6961,
2336,Cheeky,Tra(sgre)dire,2000.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,Cheeky Rascal,Адтай дамшиг,2000.0,1475215.0,0.5791,
2349,The Platform,El hoyo,2020.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,The Platform,El hoyo,2019.0,619264.0,0.8156,
2350,No Hard Feelings,No Hard Feelings,2023.0,Not released status.,Not released status.,,,,,,
2353,Friday the 13th,Friday the 13th,1980.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2356,Death Note Relight 1: Visions of a God,Death Note: デスノート,2009.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Death Note Relight 2: L's Successors,デスノート：リライト2 Lを継ぐ者,2009.0,68555.0,0.7587,
2371,Twelve Monkeys,Twelve Monkeys,1996.0,Best title similarity below threshold.,Best title similarity below threshold.,The Hamster Factor and Other Tales of 'Twelve Monkeys',The Hamster Factor and Other Tales of 'Twelve Monkeys',1996.0,30565.0,0.5743,
2373,A Nightmare on Elm Street,A Nightmare on Elm Street,1985.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985.0,10014.0,0.7621,
2374,A Nightmare on Elm Street,A Nightmare on Elm Street,1985.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2382,Skin,Skin,2018.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Own Skin,Own Skin,2018.0,560060.0,0.7636,
2385,Peter Pan,Peter Pan,2003.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2392,Paprika,Paprika,1991.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Paprika,Paprika,,1713327.0,0.8,
2394,Godzilla,Godzilla,1998.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2397,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1984.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2422,Tekken,Tekken,2011.0,Best title similarity below threshold.,Best title similarity below threshold.,TEKKEN: Blood Vengeance,鉄拳 ブラッド・ベンジェンス,2011.0,79516.0,0.4399,
2432,Living,Living,2023.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Living Bach,Living Bach,2023.0,1196545.0,0.785,
2447,Dangerous,Dangerous,2022.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Dangerous Ones,Dangerous Ones,2022.0,1115602.0,0.8026,
2450,Total Recall,Total Recall,1990.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2451,The Ritual,The Ritual,2018.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,Rituals of Change: The Film,Rituals of Change: The Film,2018.0,602680.0,0.7127,
2473,Igor,Igor,2009.0,Best title similarity below threshold.,Best title similarity below threshold.,Coco Chanel & Igor Stravinsky,Coco Chanel & Igor Stravinsky,2009.0,38984.0,0.4053,
2490,Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 Air/まごころを、君に,2004.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2497,Left Behind,Left Behind,2014.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2507,Ghostbusters,Ghostbusters,1984.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2509,The Grudge,The Grudge,2004.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2511,Liao Zhai - Home for the Intimate Ghosts,Liao zhai: Hua nong yue,1991.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Liu Jai - Home for the Intimate Ghosts,聊齋花弄月,1991.0,298191.0,0.7923,
2515,Mom's Friend 2,엄마친구 2,2016.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2538,Wolf Children,おおかみこどもの雨と雪,2021.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2543,8 Mile,8 Mile,2003.0,Best title similarity below threshold.,Best title similarity below threshold.,The Making of '8 Mile',The Making of '8 Mile',2003.0,973066.0,0.6394,
2549,Point Break,Point Break,1992.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2561,Walking with Dinosaurs,Walking with Dinosaurs,2014.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Walking with Dinosaurs: Prehistoric Planet 3D,Walking with Dinosaurs: Prehistoric Planet 3D,2014.0,993006.0,0.761,
2569,Carrie,Carrie,2002.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2574,The Great Gatsby,The Great Gatsby,2013.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2596,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2597,Irreversible,Irréversible,2004.0,Confidence below threshold (0.64 < 0.82).,Confidence below threshold (0.64 < 0.82).,Irreversible,Irreversible,,729834.0,0.6384,
2599,Point Break,Point Break,2016.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2612,Fiona,Fiona,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,Testing Fiona 4: Rise Of The Subtitles,Testing Fiona 4: Rise Of The Subtitles,2022.0,1049293.0,0.5797,
2621,Yes Man,Yes Man,2009.0,Best title similarity below threshold.,Best title similarity below threshold.,Jim Carrey: Extreme Yes Man,Jim Carrey: Extreme Yes Man,2009.0,565484.0,0.6603,
2632,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante Discover the Secrets of the Universe,2022.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante Discover the Secrets of the Universe,2023.0,500104.0,0.8135,
2650,The Courier,The Courier,2021.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,The Night Courier,The Night Courier,2021.0,1014245.0,0.8098,
2670,Friday the 13th,Friday the 13th,2009.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2676,Anna,Anna,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2677,The Man from Nowhere,아저씨,2011.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,The Man from Nowhere,아저씨,2010.0,51608.0,0.7939,
2680,EO,IO,2023.0,Confidence below threshold (0.57 < 0.82).,Confidence below threshold (0.57 < 0.82).,EONII,EONII,2023.0,1142033.0,0.5685,
2682,The Letters,The Letters,2015.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,The Letters,Las letras,2015.0,369209.0,0.7591,
2685,Porco Rosso,紅の豚,2005.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2700,Hellboy,Hellboy,2004.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2706,Widows,Widows,2019.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Widow's Walk,Widow's Walk,2019.0,646558.0,0.7683,
2715,Duende Maldito 2,Duende Maldito 2,1994.0,Best title similarity below threshold.,Best title similarity below threshold.,Leprechaun 2,Leprechaun 2,1994.0,18009.0,0.5607,
2727,Ella Enchanted,Ella Enchanted,2020.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2730,The Karate Kid,The Karate Kid,1984.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2731,Mary Poppins,Mary Poppins,1965.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,Mary Poppins,Mary Poppins,1964.0,433.0,0.8182,
2742,Rumble,Rumble,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,WWE Royal Rumble 2022,WWE Royal Rumble 2022,2022.0,878933.0,0.6576,
2754,The Fly,The Fly,1987.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,The Flyer,Der Flieger,1987.0,626901.0,0.706,
2760,The Wind Rises,風立ちぬ,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,"The Work of Hayao Miyazaki ""The Wind Rises"" Record of 1000 Days/Retirement Announcement Unknown Story",宮崎 駿の仕事 「風立ちぬ」1000日の記録/引退宣言 知られざる物語,2014.0,557958.0,0.5234,
2778,Pinocchio,Pinocchio,2020.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2779,Pinocchio,Pinocchio,2020.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2811,A Nightmare on Elm Street,A Nightmare on Elm Street,2010.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2820,Clown,Clown,2016.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Space Clown,Space Clown,2016.0,366182.0,0.7506,
2824,Bombshell,Bombshell,2020.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Bombshell in Concert,Bombshell in Concert,2020.0,706731.0,0.744,
2828,Beau Is Afraid,Beau Is Afraid,2023.0,Not released status.,Not released status.,,,,,,
2861,A Cinderella Story,A Cinderella Story,2010.0,Confidence below threshold (0.67 < 0.82).,Confidence below threshold (0.67 < 0.82).,A Cinderella Story: Once Upon a Song,A Cinderella Story: Once Upon a Song,2011.0,74018.0,0.6716,
2863,American Beauty,American Beauty,2000.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,American Beauty: Look Closer...,American Beauty: Look Closer...,2000.0,317927.0,0.7509,
2881,Carrie,Carrie,2013.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2896,Young Mother: The Original,젊은엄마 : 디 오리지널,2016.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
2897,Barbie in the Pink Shoes,Barbie in the Pink Shoes,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2903,Vertigo,Vertigo,1959.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Vertigo,Vertigo,1958.0,426.0,0.9,
2905,Chinese Zodiac,十二生肖,2014.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,Zodiac,Zodiac,2014.0,285135.0,0.5827,
2909,Uncut Gems,Uncut Gems,2020.0,Best title similarity below threshold.,Best title similarity below threshold.,Money on the Street: The Making of Uncut Gems,Money on the Street: The Making of Uncut Gems,2020.0,682184.0,0.6141,
2927,The Gods Must Be Crazy,The Gods Must Be Crazy,1984.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2933,Homefront,Homefront,2013.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Homefront,The Things We Leave Behind,2013.0,291735.0,0.9273,
2934,Arthur and the Invisibles,Arthur et les Minimoys,2007.0,Confidence below threshold (0.65 < 0.82).,Confidence below threshold (0.65 < 0.82).,Arthur and the Invisibles,Arthur et les Minimoys,2006.0,9992.0,0.6545,
2946,Poltergeist,Poltergeist,2015.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
2955,Ki Main Jhoot Boleya,Ki Main Jhoot Boleya,2023.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
2957,Casino,Casino,1996.0,Best title similarity below threshold.,Best title similarity below threshold.,Tout Robin (Au Casino de Paris),Tout Robin (Au Casino de Paris),1996.0,223817.0,0.4709,
2960,Platoon,Platoon,1987.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Super Platoon,Super Platoon,1987.0,408018.0,0.7913,
2962,Powder,Powder,1996.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,The Powder Room,The Powder Room,1996.0,563908.0,0.7204,
2972,Primer,Primer,2005.0,Best title similarity below threshold.,Best title similarity below threshold.,NEXT: A Primer on Urban Painting,NEXT: A Primer on Urban Painting,2005.0,101804.0,0.5677,
2973,Nausicaä of the Valley of the Wind,風の谷のナウシカ,2004.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
2985,The Girl Who Leapt Through Time,時をかける少女,2008.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Sequel: The Girl Who Leapt Through Time,続・時をかける少女,,1490399.0,0.7378,
2995,Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇III 降臨,2014.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇Ⅲ 降臨,2013.0,144288.0,0.808,
2997,Pet Sematary,Pet Sematary,1989.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3000,The Princess,The Princess,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3007,Dr. No,Dr. No,1963.0,Best title similarity below threshold.,Best title similarity below threshold.,The Nutty Professor,The Nutty Professor,1963.0,18331.0,0.5411,
3017,Guy Ritchie's The Covenant,Guy Ritchie's The Covenant,2023.0,Not released status.,Not released status.,,,,,,
3034,Mother's Job,엄마의 직업,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3048,School of Rock,School of Rock,2004.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,The School of Rock,The School of Rock,2003.0,1584.0,0.8004,
3052,Unhinged,Unhinged,2020.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Unhinged,Unhinged,2020.0,625568.0,0.9341,
3056,Brokeback Mountain,Brokeback Mountain,2006.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,"Santa & Frosty, A Brokeback Mountain Christmas","Santa & Frosty, A Brokeback Mountain Christmas",2006.0,1263710.0,0.7172,
3060,The Day of Swapping,스와핑 하던 날,2017.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
3075,The Bodyguard,The Bodyguard,1993.0,Best title similarity below threshold.,Best title similarity below threshold.,The Hit List,The Hit List,1993.0,232422.0,0.5866,
3111,The Day the Earth Stood Still,The Day the Earth Stood Still,2008.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3116,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे,2007.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3125,Mortal Kombat,Mortal Kombat,1995.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3129,Jason X,Jason X,2002.0,Best title similarity below threshold.,Best title similarity below threshold.,"By Any Means Necessary: The Making of ""Jason X""","By Any Means Necessary: The Making of ""Jason X""",2002.0,1229202.0,0.5363,
3132,Cinderella,Cinderella,2021.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3147,Dirty Dancing,Dirty Dancing,1988.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Dirty Dancing Live in Concert,Dirty Dancing Live in Concert,1988.0,110700.0,0.7536,
3162,Night of the Living Dead,Night of the Living Dead,1990.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3169,Carrie,Carrie,1976.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3177,Bound,Bound,1997.0,Best title similarity below threshold.,Best title similarity below threshold.,Erotic Boundaries,Erotic Boundaries,1997.0,397420.0,0.6644,
3184,Dune,Dune,1984.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3190,Through My Window: Across the Sea,A través del mar,2023.0,Not released status.,Not released status.,,,,,,
3200,One Piece Film: Z,ワンピース フィルム ゼット,2014.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3204,Robin Hood,Robin Hood,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,Robin Hood Complex: Europe's Forgotten War,Robin Hood Complex: Europe's Forgotten War,2019.0,610128.0,0.6017,
3205,Robin Hood,Robin Hood,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3208,Dawn of the Dead,Dawn of the Dead,1985.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3209,Dawn of the Dead,Dawn of the Dead,1985.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3231,Veronica,Verónica,2017.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Veronica,Verónica,2017.0,441701.0,0.921,
3246,Into the White,Into the White,2013.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Into the White,Into the White,2012.0,78215.0,0.8132,
3257,[REC],[REC],2008.0,Best title similarity below threshold.,Best title similarity below threshold.,KUT KOLA - (REC)reations,KUT KOLA - (REC)reations,2008.0,1518561.0,0.3813,
3263,GyG 2: El Hotel de los Líos,GyG 2: El Hotel de los Líos,2023.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
3265,Shrek the Halls,Shrek the Halls,2012.0,Best title similarity below threshold.,Best title similarity below threshold.,Dreamworks: Holiday Classics,Dreamworks: Holiday Classics,2012.0,286488.0,0.6127,
3268,Goldfinger,Goldfinger,1965.0,Best title similarity below threshold.,Best title similarity below threshold.,The Amazing Doctor G,2  mafiosi contro Goldginger,1965.0,115026.0,0.5365,
3274,Erotic Ghost Story V,聊斋艳谭之婴宁,1997.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Erotic Ghost Story: Perfect Match,聊齋艷譚之幽媾,1997.0,298099.0,0.7447,
3281,Alexander,Alexander,2005.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Becoming Alexander,Becoming Alexander,2005.0,898380.0,0.757,
3286,Drive Angry,Drive Angry,2014.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3313,Jarhead,Jarhead,2006.0,Confidence below threshold (0.70 < 0.82).,Confidence below threshold (0.70 < 0.82).,"""Jarhead"" Diaries","""Jarhead"" Diaries",2006.0,1221827.0,0.7041,
3315,Commando,Commando,1986.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Commando,الكومندان,1986.0,1065274.0,0.7558,
3317,Barbie in Rock 'N Royals,Barbie in Rock 'N Royals,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
3320,Lion,Lion,2017.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Lion,Lion,2017.0,1182214.0,0.9158,
3325,The Mule,The Mule,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,Gov't Mule: Bring On The Music - Live at The Capitol Theatre,Gov't Mule: Bring On The Music - Live at The Capitol Theatre,2019.0,617574.0,0.546,
3327,The Last House on the Left,The Last House on the Left,2009.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3340,Once Upon a Time in the West,C'era una volta il West,1970.0,Confidence below threshold (0.42 < 0.82).,Confidence below threshold (0.42 < 0.82).,Dire Straits - Once Upon A Time In The West,Dire Straits - Once Upon A Time In The West,,1425952.0,0.4234,
3344,127 Hours,127 Hours,2011.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,127 Business Hours,127 Business Hours,2011.0,1479117.0,0.7504,
3387,RoboCop,RoboCop,1987.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
3404,Sonríe,Sonríe,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,Smile,Smile,2022.0,882598.0,0.4719,
3413,The Son,The Son,2023.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,The Son,Сын,2023.0,1187317.0,0.764,
3418,Aquaslash,Aquaslash,2020.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,AquaSlash,AquaSlash,2019.0,607383.0,0.7426,
